Nr,Vorname,Nachname,Titel,Geschlecht,Konfession,Bemerkungen
2707,"Christoph","Stockl",,2,0,"dazwischen Kammerheizer Gehilfe. 
Verw mit Franz Stockl?

März 1744 Taufpate für  Franz de Paula Christophorus Johannes, Sohn von Simon Wickerhauser, Hofdemoisellengehilfe und seiner Frau Maria Magdalena. Zweiter Pate ist Johannes Franziskus Müllich bürg. Leinenweckhandler. Er selbst ist offenbar noch unverheiratet! (Taufbuch St. Stephan, 01-75, 1744-45, 14v.) 

Legt Heiratseid am 27.10.1743 mit Maria Jacobin ab. Zeuge ist Paul Burger (Hofburgpfarre, Tauf-, Trauungsbuch, 233).
 
1759 Zeuge der Verlobung von Joseph Pill und Maria Theresia Melchin (ein gott- und kostkind Maria Theresias), GSchK 1759/4). 

Seine Tochter Franziska stirbt am 14.6.1752, in St. Stephan begraben (St. Stephan, Sterbebuch 1751-53, 57v)."
2368,"vacat","vacat",,2,0,
3222,"Theresia v.","Schleichart",,1,0,"Tochter von Anton Sch. Aus dessen erster Ehe (OMaA Test 1775/9).
Heiratet am 29.10.1760 einen Wenzel Adalbert v. Koch, er ist districtus posoniensis superiore provinciali commissario  (GSchK, Ehesachen, 1760/7, Hofburgpfarre Trauungsbuch 1756-1810, 24). 
Im Testament ihres Vaters ist sie auch als verheiratete v. Koch angegebenen (Test 1775/9). 
Sie stirbt 1776 (Test 1776/6) 
hat 2 Kinder, Theresia u. Joseph."
3191,"Georg Ignaz","Saumil","Gesch., Geogr., Sprachen",2,0,"Georg Ignaz v Saumil, instructor auchiducum et secretarius aulicus, heiratet am 8.6.1768 Josepha Pachoffen v. Echt (Hofburgpfarre, Trauungsbuch 1756-1810, 80).
Ist später (um 1775) Hofkammer-Kommissionsrat und Kanzleidirektor, log. In der Kärnterstraße im röstl. Haus

Bekommt als Hofkammer-Kommissionsrat 3000 fl Gehalt. Jene von seiner Frau genossene 500 fl v 8.3.1776 (sind) ihme zu continuieren, bis er in 4000 fl besoldung rückt (Geh. KZA 6, fol. 37, Nr. 210).

Ein Johann Georg Saumil, gewester Sekretär des Baron Reischach in Holland bekommt ab 1777 jähr 800 fl, aber bald gestorben (Geh. KZA 6, fol. 57, Nr. 367).

Johann Georg v. S. Starb am 10.11.1777 als kk Hofpensionist im Haus Nr. 127 in der Herrengasse mit 80 Jahren (WD, 15.11.1777, 8)."
1487,"Johann Anton","Loreck",,2,0,"Sohn von Kammerjuwelier und hofbefreiter Goldarbeiterwitwe Michael Jakob und Margaretha Claudia Loreck (Haupt 141, Abh 665-1718/1893).

Heiratet am 10.2.1714 Ludmilla Catharina Fihrerin, im Dienst bei Aja G.v. Breuner (Hofburgpfarre, Tauf-, Trauungsbuch, 349).

TZ für die Heirat von Andreas Freidenberger und Regina Loibl am 17.1.1721. Anderer TZ war Jakob Christoph Werndle (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 437)."
433,"Andreas","Dumsky",,2,0,"hinterlässt 1718 eine Frau und eine verheiratete Tochter (Abh. 665-1718/1894)."
1437,"Joseph Wilhelm v.","Oggertschnig",,2,0,"Sohn von Lorenz Andreas O., Hofkammerkanzlist (Test 632, 1727/11).

Trauzeuge von Joseph Ignaz E.v. Wolfscron im Mai 1740 (Trauungsbuch St. Stephan 1739-40, 314)."
1499,"Johann Anton","Moscherosch v. Wiffeltsheim",,2,0,"Seine Frau Susanna Helena, geb. Holzhauserin, stirbt 1727 (Test 632-1727/16)."
3446,"Johann Peter de","Capitolo",,2,0,"Vater von Barbara della Motte, Johann Jakob, Johann Michael, Benedikt, Johanna Ludovika, Lucretia und Viktoria. 

Starb vor Okt 1730 (OMaA Test 632, 1730/20)."
3629,"Maria Josepha G.v.","Schlick","1726 h.e.",1,0,"1726 handschriftlich eingetragen und gestrichen"
4277,"Alberick (Alberigo) G. (später F.) v.","Belgiojoso d´Este Barbiano","1774 K, wGR, GM, 1788 F.v., GFWM, 1791 RGV",0,0,"1725 geb., nach mehreren Gesandtschaften (zb am schwedischen Hof? Kh-M, 1767, 269) von Kaiser Joseph II zum geh. Rat ernannt. Als Oberstl. In der Schlacht bei Rosbach schwer blessiert, nach dem 7jK Gen.FWM, bei EH Ferdinand, Gouverneur der Lombardei, Capitain der Leibgarde zu Mailand, 1792 RGV. Mit Anne Richarde Prinzessin von Este verheiratet, sie starb 1777. Sein Vater Anton I. wurde 1769 in den Reichsfürstenstand erhoben und starb 1779 (Allg. genealog. Und Staatshandbuch, 251). 

Mai 1772 zum Capitaine Lieutenant der MD Garde ernannt (Arneth, Briefe MTs an ihre Kinder und Freunde, Bd 1, 124). 

V"
582,"Karl Ludwig","Dumasy","ab 1725 am Brüsseler Hof",2,0,"1725 gestrichen, geht nach Brüssel und wird Hof- und Kammerzahlmeister (P 11, 87, 128, 148)."
3335,"Joseph","Schöberl","1762 h.e.",2,0,
3334,"Jakob","Jung","1762 h.e.",2,0,
3328,"Maximilian","Dietrich","1762 h.e.",2,0,"Taufpate für Maximilian Miessrigler, getauft 15.9.1774, Sohn von Karl und Elisabeth M. (Hofburgpfarre, Taufbuch, 1755-1824, 46)."
3310,"Johann Nepomuk","Tschupick (Tschupik, Schubeck)","1762 SJ, h.e.",2,0,"darf nach Aufhebung des Jesuitenordens im Amt bleiben (P 37, 157, 174). 

1784 gestrichen

starb am 20.7.1784 in der Burg an der Leberhärtung im 56. Jahr. Begraben am Matzleinsdorfer Gottesacker (Hofburgpfarre, Sterbebuch 1755-1824, 41)."
4630,"Eva Maria","Eberl","Witwe nach Philipp E.",0,0,"Witwe nach Philipp Eberl, der um die Jahreswende 1780/81 stirbt. Sie darf nach Tod ihres Mannes den Hof weiter beliefern, sie hat 10 Kinder. 23.1.1781 (P 41, 33r)."
1857,"Johann Valentin","Nurall","1732 s.n., mit Maria Anna am Brüsseler Hof, 1746 h.e., 1752-57 jubil.",2,0,"Ging mit Maria Anna in die NL. 1757 gestrichen. 
V

Heiratet am 7.1.1732 Katharina Bogner, Kammermensch bei Hof (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 570). Nach seinem Tod kriegt sie eine Witwenpension (P 31, 80r)"
2482,"Franz","Stockl","mit Maria Anna am Brüsseler Hof",2,0,"heiratet am 23.11.1740 Franziska Fürreillin (unleserlich), Mundköchin (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 644).

Ging mit Maria Anna in die NL (V 9, 156r).

Seltsames kommentar MTs zu ihm in AA 1744, Ref. Vom 23.3.1744) !!! Stimmt aber jedenfalls dass er von Hofstaat MTs Schwester zu ihrer Tochter wechselt!"
2818,"Johann Paul v.","Schouppe","1740-43 s.n. weil mit Maria Anna am Brüsseler Hof, 1772 wR",2,0,"Bruder von Philipp Sch., Kammerdiener der Kaiserin (AA 1739, 7.4.) sein Vater 40 J in Hofdienst, hat insg. 11 Geschwister. Ging mit Maria Anna in die NL.

Ab 1766 nur mehr Johann!!!
Kammerdiener Josephs wird im Febr 1767 von ihm auch zum Reichsherold ernannt (AA 1767, K. 69, Nr. 8), also idente Person!

Bekommt ab 1.2.1761 als Kammrdiener jähr 500 fl. für sein in höchstem Namen über die Taufe gehaltenes Kind Franz Joseph v. 28.9.1779 jährl. 100 fl (Geh. KZA 6, fol. 61, Nr. 402).

Fungiert als Taufpate im Namen EH Josephs bei der Taufe von Jakob Le Nobles Sohn namens Joseph Joachim Bernhard, getauft 18.8.1750,  (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 170).

Ein Joseph v. Schouppe kk Feldkriegskommissariatsofficier in NL, ledig, geb. v. ? Dorf in der Stmk, Sohn von  Jos. Schouppe iö. HKR, dann Forst- und Waldmeister in unter Steyer und Maria, geb. Ebenau, 31 Jahre alt heiratet am 18.8.1779 Magdalena v. Thorwester, geb. in Hermannstadt in Siebenbürgen. TZ Johann Anton Reutschner, kk bö ö Hofkanzlist und Johann Paul v. Schouppe, kk. Rat und Oberster Hofquartiermeister (St. Stephan, Trauungsbuch 1779-81, 71v).  
Ein Johann Schouppe, kk. Wirkl Rat ist TZ bei der Heirat von Aloysia Thierry, geb. allhier cono tutor ajudicio mareschiallico aulico talit, heiratet am 2.10.1782 einen Vinzenz v. Schouppe, k.k. Kommissarius in Darnoferkreis in Galizien, geb. aus Graz, 25 Jahre alt, seit 5 Jahren in Galizien wohnhaft. Anderer TZ Matthäus Kunst, kk. Hofkammer Haupttaxamtskontrollor (St. Stephan, Trauungsbuch 1781-82, 309v)."
1059,"Johann Jakob","Königshoven","1721-30 substituierter Hofsecretarius",2,0,
5663,"Karl Alexander de","Leenheer",,0,0,
3,"Jakob Ernst E.v.","Plöcknern (Plöckner)","1715 HR",2,5,"starb 1724 in Wien (Infos bei Sienell, Geh. Konf. 358)

v"
1979,"Ferdinand Joseph","Hofmann",,2,0,"starb am 1.6.1783 (Neddermeyer 167, HZAB 176)."
3463,"Johann Georg","Wolf",,2,0,"wird 1766 pensioniert bis er woanders untergebracht wird. Interimsgehalt von 300 fl aus dem hoffutteramt verlagsgeldern bezahlt (P 31, 89v).

Er stirbt vor Juni 1785, seine Witwe Elisabeth bittet um Pension (OMeA Akten K. 8, Nr. 302)."
4152,"Alois Fr. v.","Locella (Lesella)","1767 wNÖRR",0,0,"ein Benedikt Locella ist Hofkammerrat, wird 1766/67 in den Freiherrenstand erhoben. Bereits diplom von 1764  (OMeA AA 1767, K. 70, Nr. 73).


Wird 1768 von der Reise mit M. Carolina nach Neapel dispensiert weil seine Gesundheit so schlecht ist (OMeA ZA SR 53, 184v)."
482,"Franz Anton","Grüner","1723-31 s.n., ab 1748 jubil.",2,1,"Neffe von Franz Gregor G. Vetter dessen Sohnes Franz Joseph G. (P 13, 493r, P 14, 234v).

V"
741,"Martin","Frantz",,2,0,"verlassenschaftsabh."
2000,"Ignaz Joseph Friedrich E.v.","Fürnberg","1736 HRRR, 1736-40 s.n.",2,0,"verh. Mit Maria Anna Josepha, leider kein Mädchenname! 
Testament seiner Frau in OMaA Test 634, 1734/14). Wird am Tag der Testamentseröffnung (5.11.1734) zum sn Kammerdiener aufgenommen!"
925,"Klemens Gottfried","Mahler",,2,0,"1736 gestrichen, durch Heydfeld ersetzt"
738,"Ferdinand","Cerrini",,2,0,"heiratet im Okt 1714 Maria Anna Likner, Ludwig Likner, b. Goldarbeiter und Maria Elisabeth, Tochter. TZ sind Brautvater und JB Fabricis Cerini (St Stephan Trauungsbuch, 1714-16, 11). 
1719 nach Sachsen mitgegangen. Der Churprinzessin in Sachsen Cammerdiener, Bruder des Galerie- und Kunstkammerinspektors, 4 weitere Brüder stehen in kay feldkriegsdiensten, insg 11 Geschwister (P 13, 245v).

Eine Elisabeth Cerrini, geb. Andrada, bekommt ab 1.4.1770 130 fl aus dem Geh. KZA. Sie war vorhin bei den Ursulinen zu Olmütz und hat sich dann mit dem Ingenieur UL verehelicht. Ihr Mann wird 1773 OL und Festungsdirektor in Raab, genießt aber nur die UL Gage, Pension bis 9.12.1774 (Geh. KZA 6, fol. 42, Nr. 256)."
2844,"Karl Ferdinand G.v.","Königsegg Rothenfels Erps","1746 RGV, wGR, Vizepräs.d.NL.Rats, 1748 NLStR",2,0,"Präs der Hofkommission f Münz- und Bergwesen Marquis v Boischot

v"
2362,"Adam Philipp G.v.","Losy (Losi) v. Losynthal","1745 K, bö. HR, 1749 wGR, 1750 NÖ Reg. Präs. In Publ. et Cam., 1764 RGV",2,0,"Ritter S. Wenceslai, Herr der Stadt und Herrschaft Tachau, Wintritz, Streben, Stirnitz und deren Gütern Schoffenreith, Puschau und Tschau. Anton Losy Gr v Losinthal ist 1655 des durch die Reichskanzlei erlangten Grafenstand bestätigt worden.  Doerr, S?

Heiratet am 5.10.1727 Ernestina G.v. Fuchs (Tochter der Obersthofmeisterin) in Beisein von Karl VI, Elis. Chr., WA, EH Magdalena. TZ waren Sigismund Rudolph G.v. Sinzendorf, Joseph Folch v. Cordona, Johann Caspar G.v. Cobenzl (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 511). 

Wird anlässlich der Heirat Marie Christines 1766 mit 1000 fl pensioniert (OMeA AA 1766, K 68, Nr. 65).
V"
2655,"Joseph Philipp","Sticker v. Hayminthal","1758 h.e., 1765 v. Hayminthal, 1774 Rat",2,0,"dient vermutlich seit 1745 (OMeA K. 1 (1781), Nr. 105). 
War auch Mitverwalter der ""Spielcassa"" (?)

v"
1145,"Julius G.v.","St. Julien u. Wallsee",,2,0,
739,"N.N.","N.N.",,2,0,
2203,"N.N.","N.N.",,2,0,
3139,"Joseph Adam F.v.","Schwarzenberg","1755 wGR, RGV",2,0,"Geb. 15.12.1722, Sohn des  1732 erschossenen Oberststallmeisters.Seit 1732 RGV, gefürsteter Landgraf zu Cleggau, Graf zu Sulz, Herr zu Krumau, herr zu Gimborn, Hofrichter zu Rothweil, Herr d Herrschaften Murau, Wittlingau, Frauenberg, Winterberg, Cheynow.

Wird am 29.6.1754 OMa (Kh-M, 1754, 180) und legt am 2.5.1776 seinen Eid als OMe ab (Kh-M, 1776, 148)

Gestorben am 17.2.1782 in Wien (wiki)"
1096,"Joseph (Giuseppe)","Porsile","Tiorbist",2,0,"war in Spanien Kapellmeister und wurde in Mailand entlassen. War vorher in Neapel Vizekapellmeister. Wird vertröstet (Prot 8, 22r).
Heiratet als Witwer 1724 am 1.11. Maria Theresia v.  Wider, Tochter v. Johann Thomas v. Wieder, fürstl Hartmann Lichtensteinischen Stallmeister und seiner Frau Maria Magdalena. (St. Stephan Trauungsbuch 02-44, 554)."
5963,"Joseph","Weber","ev. schon vorher im Hofdienst",0,0,"war vorher möglicherweise in der Stallpartei, bekommt 1781 für einen Jagdausflug als Teil der Stallpartei Kostgeld (OMeA Akten K. 1, 1781, Nr. 105)."
5984,,,,0,0,
5973,"Joseph","Schücht (Schuft)","in Schönbrunn",0,0,"1795 in Schönbrunn"
1554,"N.","Günther d.J.",,1,0,
3705,"Christian","Eder",,1,0,"seit mind. 1713 Brunnenschöpfer! 
1741: Kellergehilfenamt soll nach Eder nicht mehr ersetzt werden.
Er dient bis mind. 1758

Verh. Mit Anna Maria.
Tochter Anna Maria Eleonora, getauft 26.8.1713. Paten Melchior Gaun (Gang?!), Zuschroder und Maria Elisabeth, seine Frau, vertreten durch ihre Tochter Anna Maria Eleonora (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 71).
Tochter Maria Eleonora, getauft 16.9.1715. Patin Maria Elisabeth Gang, vertreten durch ihre Tochter Maria Eleonora (Ebd., 83).
Sohn Matthias Paul, getauft 31.8.1718, Paten waren Matthias Pöck und Paul Ziegler (Ebd., 90).
Tochter Maria Clara, getauft 30.12.1720, Patin Maria Clara Springer (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 99).

Dient 1758 seit 58 Jahren und ist 79 Jahre alt, bittet darum, gegen verehelichung seiner nahen anverwandten Viktoria Böckhin dem extra dienenden Kellerbinder Franz Heiss die Anwartschaft auf seine Stelle und Besoldung zu sichern (OMeA AA K. ?, Vortrag vom 1.3.1758). Hat viele Hofreisen mitgemacht. Probleme da Kellergehilfenstelle lt. Generalstatus v 1741 nicht mehr ersetzt werden soll. Die Anwartschaft wird trotzdem gewährt. (OMeA P 24, 367)."
2224,"Nikolaus","Mosel","1776 Apost. Protonotarius",2,0,
3894,"Johann","Schwegel",,0,0,
1348,"Peter Nikolaus Fernandez","Brunetti",,2,0,"Bruder von Ferdinand Johann Br (Test 632, 1729/3)."
2717,"Karl Anton","Hayn",,2,0,"Sohn von Johann Christoph (P 25, 164v).

V"
1816,"Franz","Kreibich (I)","1738 h.e.",2,0,"1705/06- 17.12.1779 Wien (Auskunft Martin Eybl). 
Lindner, Hoftrompeter und -pauker, S. 301-9). 

1738: nach dem music.tromp. Peyer gehet der Ferdinand Höltzl dan der Franz Kreybich

1746: nach dem kreywich geht ferd. Weidlich"
958,"Johann Georg","Huber (I)",,2,0,
4589,"Bernhard","Faby","bis 1781 im Dienst EH Ferdinands in Mailand, 1781 Rat, abw",0,0,"war Professor in Mailand und Leibarzt Eh Ferdinands in Mailand, hat sich dann aus gesundheitl Gründen nach Graz zurückgezogen (Wagner, PP, 18; bzw Wagner, Karl v. Zinzendorf in Graz, 331; OMeA 1781 K. 1, Nr. 11).

Wird 1777 aus Mailand abberufen, MT war sehr bös weil er nicht ausreichend berichtete (MT an Ferd, Aug. 1777, Arneth, Briefe MTs an ihre Kinder, Bd. 2, 97,99). 

In (Arneth, Briefe MTs an ihre Kinder und Freunde, Bd 1, 132) steht vorname Ferdinand statt Bernhard, entw. Fehler oder Verwandtschaft."
5974,"Franz","Bredemayer","in Schönbrunn",0,0,"1795 in Schönbrunn"
271,"Leopold Fernandez","Brunetti",,2,0,"Sohn von Peter F. B, Bruder von Johann F. Brunetti (P 12, 575v). Starb vor Nov. 1716 (P 8, 613v).

V"
3301,"Leopold E.v.","Loewenegg Tondeur","1762 h.e.",2,0,
3298,"Joseph Karl Fr.v.","Palm","1762 h.e.",2,0,"1784 gestrichen"
5981,"Leopold","Pölt","vorher in der Verein. Hofkanzlei",0,0,"v

war vorher als hofsekretär und expeditionsdirektor in der verein. Hofkanzlei, wird von franz in Kabinettskanzlei herübergeholt. 31.1.1803 (Min. d.Inn., K. 15, Konv. Geh. Hof- u. Kabinettskanzlei, 173r-177v)."
3213,"Maria Walburga G.v.","Lerchenfeld, geb. Trautmannsdorf","1762 h.e., Witwe",1,0,"Tochter von RHR Johann Joseph G.v. Trautmannsdorf und die jüngere Schwester von Franz Norbert G.v Trautmannsdorf, Ome der EH Elisabeth (Arneth, Briefe MTs an ihre Kinder und Freunde, Bd. 1, XXXVI). 

1762 sind Kindskammern von Ferdinand, Max und Joh. Gabriela gestrichen.

Bis 1763 Aya, dann Omein

geb. 1713. heiratet 1735 Philipp Ernst G.v. Lerchenfeld (starb 1746), 1736 1 Sohn Philipp Nerius geboren. Sie starb am 28.1.1770 in Wien im 57 Jahr (Kh-M, 1770, 4; Wurzbach, 47; auch Hofburgpfarre, Sterbebuch, 1755-1824, 21).

Vermutl. Fehlerhafte Angaben zu Eheschließung erst 1746, Verwitwung 12 Jahre später, ab Nov 1756 am Hof (Arneth, Briefe MTs an ihre Kinder u Freunde Bd 1, XXXVI). 
V"
3190,"Benoit","Wynant","Gesch., Geogr., Sprachen, 1758 h.e.",2,0,
378,"Martin","Eberl",,2,0,"starb 1739 (Haupt, 380). Haupt muss falsch sein, Eberls Tochter Anna Catharina heiratet am 15.11.1741 und er ist dabei noch am Leben. 
Ehefrau Maria Elisabeth (Schotten, Trauungsbuch 1740-43, 127v). 
Viell führt seine Witwe Maria Elisabeth die Klepperschmiede weiter? Sie stirbt erst 1753."
3104,"Franz","Collet","1758 h.e., ab 1784 jubil.",2,0,"Vater von Nikolaus Collet (P 41, 256r)."
3078,"Joseph","Habermann d.Ä.","1758 h.e.",2,0,"Vater von Joseph d.J., welcher auch als Hofmedicus angestellt ist.

Bittet um Aufnahme seines Sohnes Joseph in seiner Stelle, Gehalt und Quartiergeld. Placet MTs (OMeA AA K. 82, Nov. 1778)

Vater bekommt, bis er ein Hofquartier bekommt, Quartergeld v. Michaeli 1764 200 fl. Ab Georgy 1779 seinem Sohn Joseph obige 200 fl, bis er ein Hofquartier bekommt (Geh. KZA 6, fol. 63, Nr. 418)."
4335,"Johann Christoph","Kueffner (Küffner)",,0,0,
2554,"Johann Michael","Klueg","1745 s.n., 1746 h.e.",2,0,
3684,"Christian","Bassler",,2,0,
2419,"Leopold G.v.","Aro (Arco)",,2,0,
485,"Joseph Anton","Zeissler",,2,0,
164,"Johann","Griessbacher",,2,0,"Besoldung rückwirkend ab 1.10.1711. 
Starb vor Febr 1741. (OMeA ÄZA K. 40, 5r-6v).

Sohn Anton sucht um dessen besoldung an, da Vater 35 Jahre gedient hat. Abgelehnt. (P 17, 89v)."
358,"Wolfgang","Weiss",,2,0,"starb am 11.5.1742 (prot 17, 217v)."
2534,"Anna Barbara v.","Pichler"," 1745 s.n.",1,0,"Bleibt nach 1781 in der Burg, bekommt kein Kostgeld, aber Pension  (OMeA Akten K. 1 (1781), Nr. 112)."
2571,"Karl Joseph E.v.","Gollhofer","1745 HRRR, als Kammerdiener mind. 1745-49 s.n.",2,0,"Sohn von Maximilian G. v.G., Bruder von Tobias J. (Testament 1746/52).

War er vorher unterkammerfourier bei Elis. Chr? Wird in Supplik seines Bruders Max v.G. um Hofkaplanstelle so genannt (AA 1742-43, 177).
V"
3909,"Ferdinand","Schmucker",,0,0,"dient 1766 bereits in das dritte Jahr. War bei Landtag in Pressburg und Reise nach Innsbruck dabei. Rückt nach Wechsel Baumanns in den Hofstaat Marie Christines 1766 in dessen Stelle auf (P 31, 124v).

Starb am 17.1.1775 an apoplexia tractus. Kurioser fall, könnte im amt gestorben sein. Übersetzen lassen! (Hofburgpfarre, Sterbebuch, 1755-1824, 31)."
5897,"Philipp","Marckarth",,0,0,"v"
1050,"Johann Joseph","Brascian v. Emmerberg",,2,0,"1728 Brasican starb 1728"
3074,"Joseph","Hellwig","1758 h.e.",2,0,
3073,"Karl","Schreiber","1756 h.e.",2,0,
3072,"Johann Gottfried","Quandt","1758 h.e., 1766-67 s.n.",2,0,
3020,"Maria Anna v.","Nagy, geb. Germain","1757 h.e.",1,0,"verh. Mit Michael v. Nagy. 

Wird dadurch von Kammerdienerin zu Kammerfrau? Oder schon vorher verheiratet? Müsste sein, wenn Tochter 1762 heiratet!
Kein Heiratseintrag gefunden!

Tochter Maria Anna Victoria heiratet am 2.5.1762 Joseph Bernhard v. Scotti (Hofburgpfarre, Trauungsbuch 1756-1810, 36).

Starb am 6.4.1777 im Alter von 58 Jahren (Hofburgpfarre, Sterbebuch 1755-1824, 34)."
2839,"Leopold","Geitter","in der OMeA Kanzlei",2,0,
1273,"Andreas","Oberreithmayer",,2,0,"ist 1745 verdächtigt worden, dem König von Preußen Pferde zuzuliefern. Wurde dann aber für unschuldig befunden, aus Arrest entlassen und zum Unterbereiter ernannt (allerdings ohne weiteres Dekret oder höhere Besoldung zubekommen). Wenige Monate danach gestorben, hinterlässt Witwe Esther Regina und 3 Kinder"
1052,"Johann Adam Dominik","Lochrer v. Lindenheim","1722 h.e., 1735 h.e.",2,0,"1735 als Vorschneider gestrichen, als Mundschenk handschriftlich zugefügt

auch NÖRR (Lt Trauungsbuch St. Stepah 1739-40, 502).
1757 gestrichen

TZ für die Hochzeit von Johann jakob dde Raufflhoven und Maria Eleonora Ermans v. Schlug am 18.2.1721 (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 344)."
68,"Johann","Partmann","1722 h.e.",2,0,"Besoldung rückwirkend ab 1.10.1711."
1255,"Johann Ernst","Muffat","1731 h.e., 1731-36 s.n., Reformierter",2,0,"hinterlass. Josephin. Musiker, wurde 1714 reduziert und 1730 wieder aufgenommen. 1731: Johann Ernst Muffat a 1mo xbris 1730 handschriftlich eingetragen. Bruder von Gottlieb Muffat (P 12, 636v). 

1746 gestrichen"
659,"Konrad Arnold","Preiss",,2,0,
760,"Wilhelm","Deiss (Teisser)",,2,0,"war unter Joseph I kammerheizer (5 Jahre), dvor 13 Jahre Kammertrabant und davor 9 Jahre Leiblakai, insg also 27 Dienstjahre bei Hof. Ohm meint, dass einer aus denen hitnerlassenen josephinischen vor ew kay may aigenen bedienten den billichen vorzug meritirte. Der Teisser wäre ein treu, fromm und stiller mensch. Seine pension von 100 fl wird bei anstellung aufgehoben"
1756,"Heinrich","Harrer","1735 h.e., 1738 h.e.",2,0,"1735: 10 Rottmeister 90 Trab, 1 Trommelschlager, 1 Pfeiffer, 1 Wachtknecht
1737 ebenso
1739 ebenso


Starb am 13.8. 1744 (Prot 17, 540r)."
2025,"Joseph Adrian","Strauss",,2,0,
3096,"Theresia v.","Pettmann, geb. Heunisch",,1,0,
2040,"Balthasar","Weiss",,2,0,
2157,"Franz Michael","Krauss",,2,0,"1728 gestrichen starb d 19. may"
1915,"Claudia Theresia v.","Zuckmantel, geb. Muttmann",,1,0,
2172,"Johann Georg","Hess",,2,0,
3511,"Melchior","Fürstatler",,2,0,"fehlt 1785 im schem"
3271,"Johann","Weisskopf",,2,0,
3458,"Ignaz G.v.","Attems","1762 h.e.",2,0,
3457,"Joseph Fr.v.","Witten","1762 h.e.",2,0,
3456,"Joseph G.v.","Attems","1762 h.e.",2,0,
3447,"Johann Friedrich","Schubert","1762 h.e. 1762-65 s.n., 1793 v. Ehrenberg",2,0,"v"
1063,"Johann Peter","Tratter","1722 h.e.",2,0,"war vorher im Dienst beim Kammerfräulein Stadel, hat auf ihre recommendation und seine durch die spanische Reise erworbenen meriten 1721 eine expectanz und versicherungsdekret erhalten (P 10, 42r)."
1066,"Tobias","Dudichowsky","1722 h.e.",2,0,"resigniert im Nov 1741 wegen alters und kränklichen zustands und erhält eine Pension von 150fl (prot 17, 140r)."
